sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro,sleepTotalTimeStampGMT
2023-02-05 08:49:00,2023-02-05 14:10:00,2023-02-05,ENHANCED_CONFIRMED_FINAL,5040.0,8400.0,3900.0,0.0,1920.0,False,05:21:00
2023-02-06 05:31:00,2023-02-06 14:15:00,2023-02-06,ENHANCED_CONFIRMED,2820.0,20040.0,8520.0,60.0,0.0,False,08:44:00
2023-02-07 08:18:00,2023-02-07 15:46:00,2023-02-07,ENHANCED_CONFIRMED_FINAL,4860.0,15420.0,6300.0,300.0,0.0,False,07:28:00
2023-02-08 06:16:00,2023-02-08 14:25:00,2023-02-08,ENHANCED_CONFIRMED_FINAL,3300.0,16260.0,7860.0,1920.0,0.0,False,08:09:00
2023-02-09 08:07:00,2023-02-09 15:57:00,2023-02-09,ENHANCED_CONFIRMED_FINAL,5160.0,17460.0,5280.0,300.0,0.0,False,07:50:00
2023-02-10 06:24:00,2023-02-10 12:50:00,2023-02-10,ENHANCED_CONFIRMED_FINAL,2160.0,14880.0,4260.0,1860.0,0.0,False,06:26:00
2023-02-11 06:38:00,2023-02-11 13:11:00,2023-02-11,ENHANCED_CONFIRMED,3240.0,12480.0,7800.0,60.0,0.0,False,06:33:00
2023-02-12 06:44:00,2023-02-12 13:20:00,2023-02-12,ENHANCED_CONFIRMED,3660.0,13140.0,6960.0,0.0,0.0,False,06:36:00
2023-02-13 06:41:00,2023-02-13 14:15:00,2023-02-13,ENHANCED_CONFIRMED,5280.0,15060.0,6780.0,120.0,0.0,False,07:34:00
2023-02-14 06:13:00,2023-02-14 13:09:00,2023-02-14,ENHANCED_CONFIRMED_FINAL,6780.0,14700.0,3480.0,0.0,0.0,False,06:56:00
2023-02-15 06:21:00,2023-02-15 13:43:00,2023-02-15,ENHANCED_CONFIRMED_FINAL,5040.0,14400.0,7080.0,0.0,0.0,False,07:22:00
2023-02-16 07:17:00,2023-02-16 13:34:00,2023-02-16,ENHANCED_CONFIRMED,5220.0,12900.0,4440.0,60.0,0.0,False,06:17:00
2023-02-17 06:38:00,2023-02-17 13:01:00,2023-02-17,ENHANCED_CONFIRMED_FINAL,6000.0,11640.0,5340.0,0.0,0.0,False,06:23:00
2023-02-18 06:34:00,2023-02-18 15:01:00,2023-02-18,ENHANCED_CONFIRMED,2400.0,15840.0,11340.0,840.0,0.0,False,08:27:00
2023-02-19 06:40:00,2023-02-19 14:36:00,2023-02-19,ENHANCED_CONFIRMED_FINAL,6480.0,16800.0,4620.0,660.0,0.0,False,07:56:00
2023-02-20 05:48:00,2023-02-20 13:30:00,2023-02-20,ENHANCED_CONFIRMED,4860.0,16140.0,6600.0,120.0,0.0,False,07:42:00
2023-02-21 08:07:00,2023-02-21 13:49:00,2023-02-21,ENHANCED_CONFIRMED_FINAL,6120.0,10140.0,4260.0,0.0,0.0,False,05:42:00
2023-02-22 06:56:00,2023-02-22 14:31:00,2023-02-22,ENHANCED_CONFIRMED,1440.0,17580.0,8040.0,240.0,0.0,False,07:35:00
2023-02-23 06:49:00,2023-02-23 14:19:00,2023-02-23,ENHANCED_CONFIRMED,2700.0,14760.0,8520.0,1020.0,0.0,False,07:30:00
2023-02-24 05:31:00,2023-02-24 12:50:00,2023-02-24,ENHANCED_CONFIRMED,5880.0,15360.0,4680.0,420.0,0.0,False,07:19:00
2023-02-25 06:31:00,2023-02-25 15:02:00,2023-02-25,ENHANCED_CONFIRMED,5040.0,17040.0,7980.0,600.0,0.0,False,08:31:00
2023-02-26 07:48:00,2023-02-26 14:03:00,2023-02-26,ENHANCED_CONFIRMED,4020.0,13020.0,5460.0,0.0,0.0,False,06:15:00
2023-02-27 06:11:00,2023-02-27 14:41:00,2023-02-27,ENHANCED_CONFIRMED_FINAL,6420.0,13860.0,8100.0,1260.0,960.0,False,08:30:00
2023-02-28 06:52:00,2023-02-28 14:34:00,2023-02-28,ENHANCED_CONFIRMED_FINAL,6780.0,13200.0,7440.0,300.0,0.0,False,07:42:00
2023-03-01 07:36:00,2023-03-01 13:41:00,2023-03-01,ENHANCED_CONFIRMED_FINAL,5880.0,10020.0,6000.0,0.0,0.0,False,06:05:00
2023-03-02 05:46:00,2023-03-02 13:50:00,2023-03-02,ENHANCED_CONFIRMED_FINAL,4020.0,16920.0,7800.0,300.0,0.0,False,08:04:00
2023-03-03 06:28:00,2023-03-03 12:49:00,2023-03-03,ENHANCED_CONFIRMED_FINAL,4320.0,13140.0,5280.0,120.0,0.0,False,06:21:00
2023-03-04 07:20:00,2023-03-04 15:13:00,2023-03-04,ENHANCED_CONFIRMED_FINAL,8100.0,15360.0,4620.0,300.0,0.0,False,07:53:00
2023-03-05 08:15:00,2023-03-05 13:33:00,2023-03-05,ENHANCED_CONFIRMED,5640.0,9660.0,3780.0,0.0,0.0,False,05:18:00
2023-03-06 06:16:00,2023-03-06 13:51:00,2023-03-06,ENHANCED_CONFIRMED_FINAL,5760.0,13980.0,7440.0,120.0,0.0,False,07:35:00
2023-03-07 07:14:00,2023-03-07 13:25:00,2023-03-07,ENHANCED_CONFIRMED,3060.0,12780.0,5700.0,720.0,0.0,False,06:11:00
2023-03-08 06:37:00,2023-03-08 13:40:00,2023-03-08,ENHANCED_CONFIRMED,4860.0,11340.0,9180.0,0.0,0.0,False,07:03:00
2023-03-09 06:38:00,2023-03-09 15:06:00,2023-03-09,ENHANCED_CONFIRMED_FINAL,8100.0,15720.0,6540.0,120.0,0.0,False,08:28:00
2023-03-10 07:59:00,2023-03-10 15:50:00,2023-03-10,ENHANCED_CONFIRMED_FINAL,5280.0,15540.0,6000.0,1440.0,0.0,False,07:51:00
2023-03-11 05:35:00,2023-03-11 15:32:00,2023-03-11,ENHANCED_CONFIRMED,8760.0,17340.0,7980.0,1740.0,0.0,False,09:57:00
2023-03-12 07:43:00,2023-03-12 16:24:00,2023-03-12,ENHANCED_CONFIRMED,4020.0,21300.0,5460.0,480.0,0.0,False,08:41:00
2023-03-13 06:09:00,2023-03-13 12:08:00,2023-03-13,ENHANCED_CONFIRMED_FINAL,2160.0,15420.0,3600.0,360.0,0.0,False,05:59:00
2023-03-14 06:04:00,2023-03-14 15:39:00,2023-03-14,ENHANCED_CONFIRMED,5820.0,18300.0,8940.0,1440.0,0.0,False,09:35:00
2023-03-15 05:39:00,2023-03-15 10:42:00,2023-03-15,ENHANCED_CONFIRMED,1860.0,11460.0,4800.0,60.0,0.0,False,05:03:00
2023-03-16 03:37:00,2023-03-16 13:40:00,2023-03-16,ENHANCED_CONFIRMED_FINAL,6480.0,18780.0,10500.0,420.0,0.0,False,10:03:00
2023-03-17 05:01:00,2023-03-17 14:08:00,2023-03-17,ENHANCED_CONFIRMED_FINAL,2520.0,20100.0,10140.0,60.0,0.0,False,09:07:00
2023-03-18 05:47:00,2023-03-18 12:47:00,2023-03-18,ENHANCED_CONFIRMED_FINAL,3000.0,13920.0,8160.0,120.0,0.0,False,07:00:00
2023-03-19 06:35:00,2023-03-19 13:33:00,2023-03-19,ENHANCED_CONFIRMED,4680.0,12420.0,7740.0,240.0,0.0,False,06:58:00
2023-03-21 05:36:00,2023-03-21 12:56:00,2023-03-21,ENHANCED_CONFIRMED_FINAL,7500.0,13500.0,5400.0,0.0,0.0,False,07:20:00
2023-03-22 05:19:00,2023-03-22 13:46:00,2023-03-22,ENHANCED_CONFIRMED_FINAL,2820.0,18840.0,8160.0,600.0,0.0,False,08:27:00
2023-03-24 05:02:00,2023-03-24 13:00:00,2023-03-24,ENHANCED_CONFIRMED_FINAL,4680.0,16200.0,6960.0,840.0,0.0,False,07:58:00
2023-03-25 05:35:00,2023-03-25 13:14:00,2023-03-25,ENHANCED_CONFIRMED_FINAL,5100.0,16440.0,5100.0,900.0,0.0,False,07:39:00
2023-03-26 06:35:00,2023-03-26 12:48:00,2023-03-26,ENHANCED_CONFIRMED_FINAL,4200.0,12420.0,5700.0,60.0,0.0,False,06:13:00
2023-03-28 05:18:00,2023-03-28 13:17:00,2023-03-28,ENHANCED_CONFIRMED_FINAL,2880.0,16560.0,9240.0,60.0,0.0,False,07:59:00
2023-03-29 06:01:00,2023-03-29 14:10:00,2023-03-29,ENHANCED_CONFIRMED_FINAL,6660.0,13980.0,8580.0,120.0,0.0,False,08:09:00
2023-03-30 05:25:00,2023-03-30 12:57:00,2023-03-30,ENHANCED_CONFIRMED,3720.0,16680.0,6660.0,60.0,0.0,False,07:32:00
2023-03-31 03:30:00,2023-03-31 11:54:00,2023-03-31,ENHANCED_CONFIRMED,5400.0,17400.0,6900.0,540.0,0.0,False,08:24:00
2023-04-09 05:10:00,2023-04-09 14:08:00,2023-04-09,ENHANCED_CONFIRMED,6120.0,17820.0,7620.0,720.0,0.0,False,08:58:00
2023-04-11 02:31:00,2023-04-11 12:00:00,2023-04-11,AUTO_CONFIRMED_FINAL,20340.0,12660.0,,1140.0,0.0,False,09:29:00
2023-04-13 05:40:00,2023-04-13 12:29:00,2023-04-13,ENHANCED_CONFIRMED_FINAL,5280.0,13620.0,5580.0,60.0,0.0,False,06:49:00
2023-04-16 05:28:00,2023-04-16 13:28:00,2023-04-16,ENHANCED_CONFIRMED,5280.0,16380.0,7140.0,0.0,0.0,False,08:00:00
2023-04-21 10:09:00,2023-04-21 14:18:00,2023-04-21,ENHANCED_CONFIRMED_FINAL,5760.0,6960.0,1680.0,540.0,0.0,False,04:09:00
2023-04-22 04:21:00,2023-04-22 11:22:00,2023-04-22,ENHANCED_CONFIRMED,3480.0,13260.0,8520.0,0.0,0.0,False,07:01:00
2023-04-23 03:42:00,2023-04-23 12:30:00,2023-04-23,ENHANCED_CONFIRMED_FINAL,1980.0,17880.0,11640.0,180.0,0.0,False,08:48:00
2023-04-24 02:41:00,2023-04-24 12:31:00,2023-04-24,ENHANCED_CONFIRMED,5340.0,19380.0,9060.0,1620.0,0.0,False,09:50:00
2023-04-25 04:41:00,2023-04-25 13:36:00,2023-04-25,ENHANCED_CONFIRMED_FINAL,3780.0,18300.0,9900.0,120.0,0.0,False,08:55:00
2023-04-26 08:26:00,2023-04-26 13:48:00,2023-04-26,ENHANCED_CONFIRMED,4680.0,10320.0,4260.0,60.0,0.0,False,05:22:00
2023-05-17 03:30:00,2023-05-17 12:59:00,2023-05-17,ENHANCED_CONFIRMED,1080.0,24420.0,8460.0,180.0,0.0,False,09:29:00
2023-05-18 05:40:00,2023-05-18 14:01:00,2023-05-18,ENHANCED_CONFIRMED_FINAL,3600.0,16140.0,10080.0,240.0,0.0,False,08:21:00
2023-05-19 04:22:00,2023-05-19 13:23:00,2023-05-19,ENHANCED_CONFIRMED,2280.0,21120.0,8220.0,840.0,0.0,False,09:01:00
